Year,State_ID,State,Capacidad instalada de las plantas potabilizadoras en operaciÃ³n (litros por segundo) a/,Capacidad total de almacenamiento de las presas (millones de metros cÃºbicos) b/,Capacidad Ãºtil de almacenamiento de las presas (millones de metros cÃºbicos) b/,CrÃ©ditos en programas de vivienda,Fuentes de abastecimiento de agua a/,InversiÃ³n ejercida en programas de vivienda (miles de pesos),Jardines vecinales a/,Localidades con el servicio de drenaje y alcantarillado a/,Localidades con el servicio de energÃ­a elÃ©ctrica a/,Localidades con red de distribuciÃ³n de agua entubada a/,Parques de juegos infantiles a/,Plantas potabilizadoras de agua en operaciÃ³n a/,Sistemas de agua entubada a/,Sistemas de drenaje y alcantarillado a/,Tomas domiciliarias de agua entubada a/,Tomas instaladas de energÃ­a elÃ©ctrica a/,Volumen anual utilizado de agua de las presas (millones de metros cÃºbicos) c/,Volumen suministrado anual de agua potable (millones de metros cÃºbicos) b/
2006,02,Baja California,8797,188.0,135,37551.0,6889,10488798.0,150,51,3100,282,176,34,200,17,847167,963209,2015,230
2006,03,Baja California Sur,ND,60.0,31,7405.0,114,2420005.0,ND,15,1458,73,ND,ND,73,15,107306,192568,3,ND
2006,04,Campeche,45,0.0,0,7976.0,690,1101978.0,179,23,1321,457,281,2,383,23,166203,210768,0,0
2006,05,Coahuila de Zaragoza,2059,7928.0,5405,32410.0,325,7155337.0,35,93,789,332,39,53,ND,ND,700300,784039,1134,48
2006,06,Colima,0,0.0,0,11549.0,300,1449509.0,142,81,209,188,151,0,180,82,209662,219461,226,0
2006,07,Chiapas,2500,36835.0,30467,31326.0,20275,2093653.0,ND,408,3484,3845,ND,2,3845,410,469223,1044721,70449,60
2006,08,Chihuahua,330,3988.0,3036,48904.0,ND,10262810.0,ND,289,1249,1512,ND,2,1419,262,987119,1044774,915,3
2006,09,Ciudad de MÃ©xico,2859,3.0,ND,66490.0,491,25302357.0,1060,ND,ND,ND,429,35,4,ND,1155627,2753470,ND,90
2006,10,Durango,23,4119.0,3932,18069.0,6223,2114370.0,ND,924,1077,1030,ND,13,ND,576,353181,435646,1113,0
2006,11,Guanajuato,331,2490.0,1582,35587.0,584,7885624.0,566,ND,7660,308,404,26,ND,ND,875037,1493782,816,10
2006,12,Guerrero,3318,2983.0,2058,36690.0,7956,2479532.0,ND,385,ND,1157,ND,12,1184,385,329588,ND,4943,94
2006,13,Hidalgo,230,1743.0,1441,105233.0,6437,3415036.0,23,39,ND,173,97,2,109,20,30676,637682,1458,5
2006,14,Jalisco,13767,11224.0,10296,49725.0,22799,14057336.0,69,20,2462,116,50,21,104,8,1435511,2134050,855,221
2006,15,MÃ©xico,22144,1515.0,ND,71200.0,200,19062224.0,ND,ND,2548,ND,ND,10,ND,ND,3082753,2793061,1515,ND
2006,16,MichoacÃ¡n de Ocampo,2375,15277.0,9492,20600.0,18288,3895011.0,319,1,3015,1,26,5,1,1,183614,1347512,25020,73
2006,17,Morelos,ND,65.0,59,13996.0,73,3398094.0,ND,ND,ND,ND,ND,ND,ND,ND,88099,534735,ND,ND
2006,18,Nayarit,170,7385.0,3923,11931.0,4722,1577890.0,ND,86,589,22,ND,2,22,86,168734,329507,ND,5
2006,19,Nuevo LeÃ³n,14354,1463.0,1337,60443.0,453,16239102.0,ND,ND,ND,ND,ND,7,ND,ND,ND,1308253,219,ND
2006,20,Oaxaca,1290,15007.0,10973,132052.0,2194,1804330.0,56,318,ND,1802,11,5,1798,318,497148,991994,15383,11
2006,21,Puebla,775,493.0,360,40068.0,4616,5841235.0,ND,1295,ND,2414,ND,4,2594,1331,923583,3492083,1046,17
2006,22,QuerÃ©taro,220,278.0,240,15485.0,277,4040507.0,ND,411,644,1130,ND,6,221,3,366917,459614,ND,4
2006,23,Quintana Roo,ND,0.0,0,24553.0,579,4406316.0,319,13,265,299,467,ND,299,15,290846,364888,0,ND
2006,24,San Luis PotosÃ­,1135,209.0,176,41437.0,365,4036228.0,421,538,2370,ND,102,14,2297,169,483426,694007,74,36
2006,25,Sinaloa,7559,22048.0,13598,23604.0,1315,5249262.0,137,323,ND,1676,143,140,1248,323,692454,804752,9303,206
2006,26,Sonora,2928,8408.0,7044,29886.0,ND,5775433.0,ND,ND,5317,ND,ND,17,ND,ND,ND,723554,ND,74
2006,27,Tabasco,6645,0.0,0,14435.0,800,2910297.0,301,214,1475,1222,124,31,727,206,352839,543109,0,173
2006,28,Tamaulipas,15968,14050.0,9122,44449.0,ND,8933907.0,ND,ND,1139,ND,ND,59,ND,ND,652789,1043824,ND,ND
2006,29,Tlaxcala,0,77.0,40,6761.0,457,907996.0,ND,ND,373,ND,ND,0,ND,ND,ND,307776,ND,0
2006,30,Veracruz de Ignacio de la Llave,6600,604.0,353,37994.0,65770,6541925.0,ND,1926,6265,5977,ND,8,5039,959,1431045,2088287,102,148
2006,31,YucatÃ¡n,ND,0.0,0,30224.0,943,3470669.0,329,3,ND,649,440,ND,ND,10,509281,571054,0,ND
2006,32,Zacatecas,7,775.0,624,19214.0,1559,1132287.0,80,848,3786,1759,22,16,1461,999,321873,468357,199,0
2007,01,Aguascalientes,ND,456,437,31711.0,ND,2892372.0,74,ND,1623,ND,115,ND,ND,ND,76354,363611.0,133,ND
2007,02,Baja California,8903,188,135,35427.0,6934,8855080.0,33,13,3109,250,343,25,202,17,939595,1006987.0,1786,202
2007,03,Baja California Sur,275,60,31,6413.0,61,1619246.0,ND,9,1459,106,ND,16,106,9,129421,205893.0,2,6
2007,04,Campeche,45,0,0,10307.0,707,818469.0,191,25,1321,459,308,2,413,25,174550,218650.0,0,0
2007,05,Coahuila de Zaragoza,2061,8225,5561,30881.0,345,6755481.0,ND,ND,789,ND,ND,64,ND,ND,710690,815118.0,657,48
2007,06,Colima,0,0,0,9140.0,296,1745749.0,211,84,208,197,203,0,180,83,218768,228545.0,232,0
2007,07,Chiapas,ND,36835,30463,61743.0,19147,1978042.0,ND,412,3794,3910,ND,ND,3910,414,474045,1036611.0,38897,ND
2007,08,Chihuahua,390,4504,4264,104451.0,ND,9118857.0,ND,297,1275,1536,ND,3,1432,268,1019676,1082352.0,1215,5
2007,09,Ciudad de MÃ©xico,2919,3,ND,66731.0,520,20224411.0,1165,ND,ND,ND,438,35,4,ND,1158491,2869314.0,ND,92
2007,10,Durango,23,4133,3947,13437.0,6295,2070519.0,ND,784,1049,809,ND,14,152,508,228615,450853.0,1962,0
2007,11,Guanajuato,331,2490,1580,34223.0,584,6929519.0,566,ND,ND,308,404,26,ND,ND,905693,1557972.0,938,10
2007,12,Guerrero,3318,3071,2061,23028.0,9229,2415405.0,ND,ND,ND,1197,ND,12,1225,ND,333611,857116.0,5484,95
2007,13,Hidalgo,130,1743,1441,23449.0,6206,4066839.0,ND,48,1511,276,ND,2,179,29,186377,657781.0,1458,4
2007,14,Jalisco,13397,11224,10296,54907.0,23985,13790240.0,821,20,2503,86,98,21,72,8,1417856,2221960.0,827,217
2007,15,MÃ©xico,22144,1661,ND,68488.0,197,17525134.0,ND,ND,ND,ND,ND,10,ND,ND,3196851,2860704.0,1661,ND
2007,16,MichoacÃ¡n de Ocampo,2375,15140,9408,25262.0,18563,4238620.0,67,1,3282,1,18,5,1,1,190857,1345611.0,25015,73
2007,17,Morelos,ND,66,59,15186.0,68,3000722.0,ND,ND,ND,ND,ND,ND,ND,ND,90069,564733.0,ND,ND
2007,18,Nayarit,120,7384,3923,13952.0,4787,1845124.0,56,89,589,23,3,1,23,89,175534,348563.0,ND,4
2007,19,Nuevo LeÃ³n,14990,1463,1445,64214.0,ND,15240124.0,ND,2605,894,2638,ND,9,450,49,1097641,1368627.0,237,224
2007,20,Oaxaca,1291,15007,10973,19955.0,ND,1106277.0,56,333,7786,1941,11,6,1941,333,534170,1033440.0,15861,22
2007,21,Puebla,775,493,360,28167.0,4623,4861106.0,ND,1399,ND,2481,ND,4,2651,1428,935418,1361698.0,1052,17
2007,22,QuerÃ©taro,70,278,240,24026.0,308,3790053.0,ND,471,940,1277,ND,4,270,13,382843,506059.0,1036,1
2007,23,Quintana Roo,ND,0,0,24553.0,623,4406316.0,333,15,412,299,472,ND,299,15,296768,392112.0,0,ND
2007,24,San Luis PotosÃ­,1135,208,176,18560.0,681,2931494.0,254,556,2351,ND,102,14,2389,185,523506,717055.0,74,26
2007,25,Sinaloa,9067,22048,14123,22083.0,1322,4498728.0,ND,342,4524,1685,ND,142,1256,342,697141,852411.0,7866,228
2007,26,Sonora,2868,8408,7044,28645.0,5507,5629189.0,9,ND,5339,ND,26,16,ND,ND,ND,769038.0,ND,72
2007,27,Tabasco,7755,0,0,15821.0,855,2409361.0,304,229,1488,1297,142,31,742,212,359886,587679.0,0,185
2007,28,Tamaulipas,16023,14050,8565,41778.0,ND,8584109.0,ND,89,1154,1089,ND,60,113,89,856763,1093333.0,ND,ND
2007,29,Tlaxcala,0,78,46,5659.0,462,718687.0,ND,ND,373,ND,ND,0,ND,ND,ND,328153.0,ND,0
2007,30,Veracruz de Ignacio de la Llave,6600,604,353,40650.0,65783,8608874.0,11,1935,7020,6132,15,8,5227,968,1504049,2106068.0,93,148
2007,31,YucatÃ¡n,ND,0,0,17076.0,943,3028157.0,331,4,ND,649,445,ND,649,16,539062,590121.0,0,ND
2007,32,Zacatecas,8,ND,ND,20914.0,1631,1148003.0,92,887,3786,1806,38,30,1489,1034,336576,504046.0,ND,0
2008,01,Aguascalientes,ND,467.0,437,22291.0,ND,3146495.0,132,ND,1614,424,162,ND,337,ND,69095,373882.0,133,ND
2008,02,Baja California,9037,188.0,135,49646.0,6291,11442033.0,27,14,3053,250,188,26,195,18,996935,1044628.0,2045,201
2008,03,Baja California Sur,275,60.0,31,12304.0,132,3646914.0,ND,20,1430,106,ND,16,106,20,191782,219354.0,2,6
2008,04,Campeche,45,0.0,0,19810.0,707,1136418.0,197,25,1407,459,321,2,414,25,174625,229835.0,0,0
2008,05,Coahuila de Zaragoza,2061,8225.0,5561,51524.0,352,7917385.0,ND,99,815,354,ND,64,40,33,747486,836185.0,1590,48
2008,06,Colima,0,0.0,0,11203.0,301,1807223.0,166,86,211,199,199,0,182,85,225674,238247.0,261,0
2008,07,Chiapas,ND,36835.0,30463,121592.0,19308,3234186.0,2,420,4352,4017,217,ND,4032,422,486468,1162648.0,28349,ND
2008,08,Chihuahua,390,4504.0,4264,68754.0,ND,9798298.0,ND,313,1252,1548,ND,3,1440,279,1061388,1112831.0,1053,5
2008,09,Ciudad de MÃ©xico,2999,3.0,ND,79275.0,520,18642012.0,1249,ND,ND,ND,482,38,4,ND,1131086,2994727.0,ND,54
2008,10,Durango,31,4134.0,3948,28436.0,6270,2301883.0,158,819,ND,955,16,34,152,508,368918,465592.0,151,1
2008,11,Guanajuato,ND,2393.0,1480,62606.0,584,8717150.0,416,ND,7736,308,289,ND,ND,ND,937233,1624865.0,1154,ND
2008,12,Guerrero,3278,3071.0,2062,125064.0,9361,4237000.0,ND,ND,4495,1234,ND,11,1261,ND,346998,884009.0,5728,94
2008,13,Hidalgo,130,1743.0,1441,43040.0,6317,4366974.0,ND,55,1539,306,ND,2,201,38,186577,676190.0,1458,4
2008,14,Jalisco,13397,11226.0,10298,72567.0,25820,16563655.0,720,20,2517,89,121,21,75,8,1510424,2290189.0,936,229
2008,15,MÃ©xico,ND,1515.0,ND,133946.0,201,25407223.0,574,573,ND,ND,334,ND,ND,475,3278419,2951053.0,1515,ND
2008,16,MichoacÃ¡n de Ocampo,2375,14926.0,12005,52643.0,18699,4797824.0,71,1,3226,1,19,5,1,1,199339,1436710.0,24715,73
2008,17,Morelos,ND,66.0,60,25523.0,261,4366128.0,26,ND,1121,363,32,ND,261,ND,276542,589798.0,54,ND
2008,18,Nayarit,120,7384.0,3923,20406.0,ND,2131002.0,15,91,589,24,5,1,24,91,192421,364621.0,ND,4
2008,19,Nuevo LeÃ³n,15004,1463.0,1337,96011.0,484,20125739.0,ND,ND,894,ND,ND,8,ND,ND,ND,1452223.0,246,224
2008,20,Oaxaca,1291,15007.0,10973,95918.0,2082,2184227.0,56,356,7788,1990,13,6,1990,356,451447,1102116.0,15988,13
2008,21,Puebla,775,493.0,360,68890.0,4666,6660698.0,ND,1469,1950,2537,ND,4,2695,1498,943154,1437717.0,1301,17
2008,22,QuerÃ©taro,70,278.0,240,28327.0,318,5381427.0,ND,494,947,1305,ND,4,208,26,397191,529099.0,ND,1
2008,23,Quintana Roo,ND,0.0,0,32153.0,629,6288534.0,430,15,ND,299,474,ND,299,15,328362,423744.0,0,ND
2008,24,San Luis PotosÃ­,1135,209.0,176,63146.0,864,4180223.0,129,979,2349,1210,54,14,2092,306,551755,737179.0,75,26
2008,25,Sinaloa,9067,22048.0,14292,38419.0,1325,6151605.0,ND,376,4533,1726,ND,142,1283,376,700401,886903.0,9240,228
2008,26,Sonora,2868,8408.0,7044,51406.0,5507,7534851.0,ND,226,5366,1019,ND,16,1019,226,664278,808936.0,ND,72
2008,27,Tabasco,7705,0.0,0,17303.0,868,2457471.0,316,254,1453,1310,147,33,764,233,367756,599290.0,0,201
2008,28,Tamaulipas,16018,14050.0,8565,103159.0,ND,10935046.0,ND,92,1137,899,ND,65,113,43,898422,1145284.0,ND,ND
2008,29,Tlaxcala,0,78.0,71,11434.0,448,839444.0,ND,ND,375,ND,ND,0,ND,ND,ND,312151.0,ND,0
2008,30,Veracruz de Ignacio de la Llave,6600,604.0,366,149780.0,65783,9430968.0,0,ND,7083,ND,47,8,ND,ND,ND,2202794.0,87,148
2008,31,YucatÃ¡n,3060,0.0,0,36384.0,949,4156478.0,491,4,ND,649,876,3,649,21,548340,613563.0,0,80
2008,32,Zacatecas,12,805.0,657,27507.0,1647,1356114.0,92,896,3786,1816,38,51,1499,1049,341058,502869.0,257,0
2008,99,No especificada,,,,189064.0,,56350970.0,,,,,,,,,,,,
2009,01,Aguascalientes,ND,467.0,427,23773.0,ND,3469042.0,162,379,1614,463,180,ND,351,379,296583,378352.0,123,ND
2009,02,Baja California,9037,188.0,135,43249.0,6291,10772636.0,31,14,3056,250,223,26,195,18,1032059,1057902.0,2012,202
2009,03,Baja California Sur,215,60.0,31,11306.0,110,2684190.0,15,16,1434,78,137,16,75,14,121134,226562.0,2,6
2009,04,Campeche,20,0.0,0,24286.0,694,1368625.0,ND,25,1309,424,ND,1,425,25,184106,236164.0,0,0
2009,05,Coahuila de Zaragoza,2061,8225.0,5561,44024.0,360,7927813.0,ND,121,815,313,ND,64,39,30,768933,846811.0,1593,48
2009,06,Colima,0,0.0,0,12813.0,304,1724319.0,254,90,208,199,218,0,181,91,233943,246534.0,230,0
2009,07,Chiapas,ND,36835.0,30463,141379.0,19316,3899094.0,8,453,14772,4064,244,ND,4080,455,493397,1236813.0,45508,ND
2009,08,Chihuahua,390,4602.0,4418,70462.0,ND,9698638.0,ND,324,1252,1559,ND,3,1447,289,1093016,1134918.0,1375,5
2009,09,Ciudad de MÃ©xico,3903,3.0,ND,75702.0,523,26298628.0,770,ND,ND,ND,600,41,4,ND,1122176,2970228.0,ND,88
2009,10,Durango,23,4144.0,3956,21517.0,11007,2358459.0,ND,785,1266,809,ND,14,177,513,230304,471044.0,189,0
2009,11,Guanajuato,331,2494.0,1473,59257.0,588,9389474.0,421,ND,7797,308,215,26,ND,ND,966011,1628854.0,1151,10
2009,12,Guerrero,3278,3071.0,2062,40398.0,8906,3250274.0,ND,ND,4799,1263,ND,11,1263,ND,368513,935754.0,5718,94
2009,13,Hidalgo,130,1743.0,1441,42822.0,1971,5129115.0,ND,62,1723,332,4,2,226,44,39437,237536.0,1436,4
2009,14,Jalisco,13442,11269.0,10339,66435.0,27815,18008244.0,723,20,2550,13,111,26,5,8,983547,2356426.0,934,245
2009,15,MÃ©xico,ND,1515.0,ND,116789.0,211,24470244.0,635,853,2511,ND,824,ND,ND,426,3272153,3042452.0,1515,ND
2009,16,MichoacÃ¡n de Ocampo,2875,14900.0,11978,60528.0,18783,5577113.0,78,1,3650,1,25,5,1,1,208045,1474856.0,24697,77
2009,17,Morelos,ND,68.0,62,25145.0,283,5655720.0,10,297,1235,372,33,ND,283,121,305202,597180.0,50,ND
2009,18,Nayarit,120,7375.0,3915,20880.0,4990,2218834.0,15,91,589,24,5,1,24,91,196766,377670.0,ND,4
2009,19,Nuevo LeÃ³n,14421,1463.0,1419,97164.0,ND,22299839.0,ND,ND,894,ND,ND,12,ND,ND,ND,1506291.0,238,225
2009,20,Oaxaca,1291,15007.0,10973,78281.0,ND,2354430.0,18,358,7804,2002,50,6,2002,358,547119,1139068.0,15988,13
2009,21,Puebla,925,493.0,360,73987.0,4672,7100792.0,131,1513,3069,2575,103,5,2733,1542,1058197,1671733.0,1229,21
2009,22,QuerÃ©taro,105,278.0,240,36768.0,326,6670270.0,99,561,959,1333,37,6,213,61,410470,537400.0,1036,2
2009,23,Quintana Roo,ND,0.0,0,31158.0,640,6940146.0,418,17,ND,299,526,ND,299,16,347223,438982.0,0,ND
2009,24,San Luis PotosÃ­,1315,209.0,176,57954.0,923,4416956.0,135,ND,2516,1296,42,14,2144,ND,573088,785561.0,77,41
2009,25,Sinaloa,9567,22048.0,13597,36296.0,1339,6184659.0,168,397,4424,1737,305,142,1293,396,701027,909000.0,9770,244
2009,26,Sonora,2868,8408.0,7044,47559.0,5507,7409099.0,ND,229,4952,1041,ND,16,1041,229,658206,817490.0,ND,74
2009,27,Tabasco,8145,0.0,0,27197.0,869,2593289.0,287,291,1697,1391,135,36,808,269,385540,617639.0,0,225
2009,28,Tamaulipas,14890,14050.0,8588,55813.0,ND,9383817.0,ND,92,1157,899,ND,66,113,43,923133,1166753.0,ND,ND
2009,29,Tlaxcala,0,78.0,72,11174.0,455,1010913.0,0,ND,375,ND,12,0,ND,ND,ND,324915.0,ND,0
2009,30,Veracruz de Ignacio de la Llave,6912,604.0,366,107737.0,65783,9941326.0,39,1967,7462,6262,7,13,5321,1002,1558814,2284364.0,114,139
2009,31,YucatÃ¡n,3060,0.0,0,30846.0,982,4549753.0,862,4,ND,634,1006,3,634,22,537622,628363.0,0,80
2009,32,Zacatecas,13,779.0,636,18585.0,1667,1201783.0,96,911,3786,1822,42,60,1502,1066,344658,487792.0,248,0
2009,99,No especificada,,,,51745.0,,4641253.0,,,,,,,,,,,,
2010,01,Aguascalientes,ND,467,435,22212.0,ND,3736898.0,172,403,1614,470,203,ND,358,379,322696,388478.0,132,ND
2010,02,Baja California,12056,188,135,46262.0,6385,10629730.0,98,15,3056,251,262,30,196,20,1063677,1068414.0,1852,195
2010,03,Baja California Sur,216,60,31,12113.0,111,2670143.0,64,17,1436,78,109,16,74,15,115812,232236.0,1,6
2010,04,Campeche,13,0,0,19605.0,703,1417154.0,119,25,1233,427,265,1,428,25,186836,240451.0,0,NS
2010,05,Coahuila de Zaragoza,2061,8225,5561,37793.0,387,8624582.0,ND,136,937,335,ND,64,37,29,793295,858773.0,847,48
2010,06,Colima,0,0,0,11778.0,285,2022381.0,196,83,208,177,257,0,160,84,233962,253896.0,242,0
2010,07,Chiapas,0,41093,34337,109917.0,19317,4310394.0,78,1080,14812,0,79,0,0,1067,0,1283499.0,49054,0
2010,08,Chihuahua,590,4491,4189,55464.0,ND,9289183.0,ND,332,1246,1561,ND,4,1460,296,1099969,1133674.0,1335,39
2010,09,Ciudad de MÃ©xico,4818,3,ND,62428.0,560,22633884.0,694,ND,482,ND,547,43,4,ND,1122738,2771278.0,ND,84
2010,10,Durango,23,4173,3989,27081.0,12182,2600275.0,0,848,1183,970,0,14,184,522,456807,476017.0,167,NS
2010,11,Guanajuato,436,2494,1500,60677.0,594,9838845.0,334,ND,4133,299,283,35,ND,ND,987632,1693312.0,603,11
2010,12,Guerrero,3328,3098,2082,72660.0,9780,4298043.0,177,ND,4799,1334,56,12,1334,ND,379241,930371.0,10569,94
2010,13,Hidalgo,180,1743,1441,44178.0,6436,5378669.0,52,73,1567,349,149,3,235,55,40197,764970.0,1095,6
2010,14,Jalisco,13520,11269,10339,89659.0,29314,19279590.0,724,20,2589,16,111,29,8,8,1062992,2414578.0,863,329
2010,15,MÃ©xico,ND,ND,ND,142527.0,206,31600614.0,1132,2170,ND,ND,942,ND,ND,662,3309436,3524114.0,ND,ND
2010,16,MichoacÃ¡n de Ocampo,2875,14899,11977,76511.0,19437,5529874.0,78,1,3703,1,25,5,1,1,214567,1514997.0,24697,79
2010,17,Morelos,35,68,63,33191.0,285,6276649.0,39,344,1235,373,28,8,285,122,319585,616353.0,52,1
2010,18,Nayarit,0,7376,3916,13986.0,5331,2416756.0,15,91,589,24,5,0,24,91,202120,388384.0,ND,0
2010,19,Nuevo LeÃ³n,14571,ND,1658,95404.0,368,23387809.0,ND,2760,1072,2914,ND,12,486,52,1318193,1564918.0,192,225
2010,20,Oaxaca,1291,15007,10973,66987.0,2105,2380074.0,39,360,7851,2009,18,6,2009,360,547127,1177906.0,15990,13
2010,21,Puebla,925,473,352,96281.0,4680,7975185.0,ND,1530,3346,2601,ND,5,2759,1559,1066788,1720828.0,1502,21
2010,22,QuerÃ©taro,1769,278,238,33139.0,328,7842630.0,359,222,947,583,168,7,216,154,424231,561751.0,238,54
2010,23,Quintana Roo,ND,0,0,30382.0,640,7605907.0,418,17,ND,299,526,ND,299,17,368267,466760.0,0,ND
2010,24,San Luis PotosÃ­,1375,209,176,43498.0,987,4805483.0,202,1088,2349,1371,90,16,2186,393,569888,771645.0,77,31
2010,25,Sinaloa,9577,22974,13665,50081.0,1357,6751289.0,228,410,ND,1751,275,141,1308,409,778978,940143.0,8813,247
2010,26,Sonora,2868,8408,7044,57370.0,5507,7902112.0,ND,233,ND,924,ND,16,922,233,681526,839019.0,ND,74
2010,27,Tabasco,8415,0,0,28209.0,873,2764162.0,394,294,1082,1437,176,37,807,272,419827,639263.0,0,202
2010,28,Tamaulipas,14829,14050,8588,59188.0,ND,9220025.0,334,86,1218,859,212,75,115,42,922429,1201645.0,1261,ND
2010,29,Tlaxcala,0,78,59,9647.0,475,1008491.0,ND,ND,375,ND,12,0,ND,ND,ND,330517.0,36,0
2010,30,Veracruz de Ignacio de la Llave,6912,604,366,131358.0,65815,11282567.0,ND,1243,7469,5871,ND,13,4661,1197,1597512,2326999.0,101,139
2010,31,YucatÃ¡n,3060,0,0,33688.0,982,5441042.0,361,4,ND,634,481,3,634,22,576934,645817.0,0,80
2010,32,Zacatecas,10,779,636,14100.0,1670,1335618.0,239,914,3833,1813,181,63,1503,1069,347646,503050.0,248,2
2010,99,No especificada,,,,51381.0,,989072.0,,,,,,,,,,,,
2011,01,Aguascalientes,ND,467.0,437,19580.0,ND,3929718.0,213,417,1771,481,225,ND,470,403,336710,399477,132,ND
2011,02,Baja California,12156,188.0,135,52810.0,6515,10529716.0,106,17,3624,251,298,31,192,22,1087650,1096278,1973,201
2011,03,Baja California Sur,215,60.0,31,10906.0,138,2810095.0,81,22,2341,106,156,17,102,20,187528,240134,1,6
2011,04,Campeche,13,0.0,0,21433.0,710,1510719.0,182,25,1616,445,404,1,442,25,194843,250614,0,NS
2011,05,Coahuila de Zaragoza,2028,8225.0,5561,36272.0,379,8216540.0,181,130,937,343,198,56,37,28,774391,863382,898,46
2011,06,Colima,0,0.0,0,12149.0,318,1910151.0,220,92,210,201,307,0,183,94,249623,262877,218,0
2011,07,Chiapas,2500,36602.0,30148,79940.0,19340,3987576.0,25,1103,16163,ND,24,2,ND,1090,ND,1331262,81819,61
2011,08,Chihuahua,590,4491.0,ND,53732.0,464,8677074.0,0,345,1246,1538,0,4,1422,307,869223,1132736,1425,46
2011,09,Ciudad de MÃ©xico,5131,3.0,0,57342.0,566,25689498.0,726,ND,482,ND,569,42,4,ND,1123522,2831637,ND,118
2011,10,Durango,23,4173.0,3989,27968.0,10459,2669235.0,0,868,1182,1011,0,14,192,577,465747,493002,4528,NS
2011,11,Guanajuato,436,2494.0,1481,62405.0,628,10520708.0,429,ND,4133,262,456,35,ND,ND,1003941,1722302,1150,11
2011,12,Guerrero,3328,3098.0,2082,38441.0,9959,3687503.0,48,ND,5246,1394,39,12,1394,ND,394452,981022,11912,94
2011,13,Hidalgo,180,1743.0,1440,62689.0,6411,6048215.0,79,86,ND,380,44,3,266,68,41318,812076,1470,6
2011,14,Jalisco,13542,11269.0,10339,78105.0,27935,20820588.0,739,20,2658,16,103,26,8,8,1081280,2482672,886,330
2011,15,MÃ©xico,ND,1662.0,ND,144708.0,215,30283706.0,748,1674,ND,ND,457,ND,ND,597,3627058,ND,1662,ND
2011,16,MichoacÃ¡n de Ocampo,2875,14899.0,11977,77051.0,19861,5955875.0,78,1,3671,1,25,5,1,1,220208,1557341,27366,79
2011,17,Morelos,60,68.0,63,32442.0,2363,6099166.0,21,355,1334,373,15,12,300,124,328896,632506,50,2
2011,18,Nayarit,0,7376.0,3916,13655.0,5019,2043956.0,16,94,589,25,6,0,25,94,209381,401542,10,0
2011,19,Nuevo LeÃ³n,14571,1463.0,1162,88508.0,448,23752362.0,ND,2815,1072,3008,ND,12,490,52,1360564,1609377,210,225
2011,20,Oaxaca,1291,15007.0,10966,56802.0,3501,1979118.0,54,365,8475,2026,5,6,2026,365,550881,1213921,15985,13
2011,21,Puebla,865,473.0,352,49548.0,4688,7822864.0,202,1556,3053,2621,320,5,2768,1577,1068598,1772256,1547,19
2011,22,QuerÃ©taro,1769,278.0,239,37405.0,313,7833057.0,370,290,992,961,189,7,215,241,445097,590463,ND,54
2011,23,Quintana Roo,ND,0.0,0,27258.0,639,6918546.0,258,17,ND,299,306,ND,299,17,384157,495428,0,ND
2011,24,San Luis PotosÃ­,1375,216.0,183,37599.0,1045,4956703.0,299,1171,2594,1413,61,16,2217,482,590247,819730,74,31
2011,25,Sinaloa,9603,22897.0,13433,67278.0,337,6255885.0,ND,270,2011,462,ND,143,665,271,435461,943505,9213,254
2011,26,Sonora,3168,8408.0,7044,61779.0,5507,7811261.0,ND,233,811,924,ND,16,924,233,717593,851239,ND,1
2011,27,Tabasco,8435,0.0,0,25557.0,866,2823833.0,413,522,1071,1460,183,39,806,311,442528,664562,0,209
2011,28,Tamaulipas,14394,14074.0,8889,46099.0,ND,8072053.0,8,86,1237,365,23,68,103,42,1003868,1199747,1081,ND
2011,29,Tlaxcala,0,78.0,71,8409.0,476,1052335.0,166,303,382,334,204,0,317,290,246369,339634,ND,0
2011,30,Veracruz de Ignacio de la Llave,6912,604.0,366,130758.0,65820,11129978.0,ND,1272,7523,5942,ND,13,4684,1220,1614905,2387044,111,139
2011,31,YucatÃ¡n,3600,0.0,0,34553.0,983,5279720.0,361,4,ND,634,481,3,634,28,589075,668828,0,95
2011,32,Zacatecas,14,773.0,662,14504.0,1686,1455734.0,246,917,3833,1834,185,76,1516,1072,354608,535327,258,NS
2011,99,No especificada,,,,26328.0,,1044544.0,,,,,,,,,,,,
2012,01,Aguascalientes,18,467.0,434,21598,464,4094461,220,422,1772,ND,261,1,ND,417,ND,411204.0,132,NS
2012,02,Baja California,12202,188.0,135,56867,6628,10296244,107,18,3626,ND,96,46,ND,26,ND,1124523.0,1986,210
2012,03,Baja California Sur,215,55.0,31,15640,122,2484434,71,17,2341,ND,200,19,ND,15,ND,247686.0,2,6
2012,04,Campeche,13,0.0,0,13176,730,1799252,185,25,1616,ND,412,1,ND,25,ND,259598.0,0,NS
2012,05,Coahuila de Zaragoza,2035,8225.0,5561,46550,367,8729663,199,130,937,ND,224,56,ND,30,ND,870245.0,1519,54
2012,06,Colima,0,0.0,0,11640,319,2436182,279,93,210,ND,353,0,ND,91,ND,270525.0,240,0
2012,07,Chiapas,4500,36602.0,30148,77456,30460,3920532,56,1226,16177,ND,141,4,ND,1212,ND,1370898.0,74173,85
2012,08,Chihuahua,535,4491.0,ND,52116,494,9329666,ND,356,1240,ND,ND,4,ND,314,ND,1142032.0,1068,10
